Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Salesperson,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Cost
60,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Patrick O'Donnell,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.00,19.5
61,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Patrick O'Donnell,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,31.512
62,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Patrick O'Donnell,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1.092
63,CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,Sean O'Donnell,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,9.087
64,CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,Sean O'Donnell,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.82,16.7856
65,CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,Sean O'Donnell,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,95.3745
66,CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,Sean O'Donnell,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,51.844
67,US-2016-164175,30/04/2016,05/05/2016,Standard Class,PS-18970,Sean O'Donnell,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.12,138.52475
68,CA-2015-106376,05/12/2015,10/12/2015,Standard Class,BS-11590,Sean O'Donnell,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.02,723.4656
69,CA-2015-106376,05/12/2015,10/12/2015,Standard Class,BS-11590,Sean O'Donnell,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.97,109.1792
70,CA-2017-119823,04/06/2017,06/06/2017,First Class,KD-16270,Sean O'Donnell,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,49.322
71,CA-2017-106075,18/09/2017,23/09/2017,Standard Class,HM-14980,Sean O'Donnell,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.62,3.0004
72,CA-2018-114440,14/09/2018,17/09/2018,Second Class,TB-21520,Sean O'Donnell,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,12.3825
73,US-2016-134026,26/04/2016,02/05/2016,Standard Class,JE-15745,Sean O'Donnell,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.94,540.7584
74,US-2016-134026,26/04/2016,02/05/2016,Standard Class,JE-15745,Sean O'Donnell,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,63.076
75,US-2016-134026,26/04/2016,02/05/2016,Standard Class,JE-15745,Sean O'Donnell,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.78,47.3096
76,US-2018-118038,09/12/2018,11/12/2018,First Class,KB-16600,Sandra Flanagan,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.25,0.8112
77,US-2018-118038,09/12/2018,11/12/2018,First Class,KB-16600,Sandra Flanagan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.71,6.3102
78,US-2018-118038,09/12/2018,11/12/2018,First Class,KB-16600,Sandra Flanagan,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,17.706
79,US-2015-147606,26/11/2015,01/12/2015,Second Class,JE-15745,Sandra Flanagan,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.30,12.545
80,CA-2017-127208,12/06/2017,15/06/2017,First Class,SC-20770,Sandra Flanagan,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,135.304
81,CA-2017-127208,12/06/2017,15/06/2017,First Class,SC-20770,Sandra Flanagan,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,10.881
82,CA-2015-139451,12/10/2015,16/10/2015,Standard Class,DN-13690,Sandra Flanagan,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.90,9.685
83,CA-2015-139451,12/10/2015,16/10/2015,Standard Class,DN-13690,Sandra Flanagan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,13.9035
84,CA-2016-149734,03/09/2016,08/09/2016,Standard Class,JC-16105,Sandra Flanagan,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98,130.6396
85,US-2018-119662,13/11/2018,16/11/2018,First Class,CS-12400,Sandra Flanagan,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.38,149.7444
86,CA-2018-140088,28/05/2018,30/05/2018,Second Class,PO-18865,Sandra Flanagan,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,196.274
87,CA-2018-155558,26/10/2018,02/11/2018,Standard Class,PG-18895,Sandra Flanagan,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,12.9935
88,CA-2018-155558,26/10/2018,02/11/2018,Standard Class,PG-18895,Sandra Flanagan,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,4.004
89,CA-2017-159695,05/04/2017,10/04/2017,Second Class,GM-14455,Sandra Flanagan,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.37,102.9392
90,CA-2017-109806,17/09/2017,22/09/2017,Standard Class,JS-15685,Claire Gute,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.10,13.065
91,CA-2017-109806,17/09/2017,22/09/2017,Standard Class,JS-15685,Claire Gute,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.58,47.8296
92,CA-2017-109806,17/09/2017,22/09/2017,Standard Class,JS-15685,Claire Gute,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,6.48,4.212
93,CA-2016-149587,31/01/2016,05/02/2016,Second Class,KB-16315,Claire Gute,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,8.424
94,CA-2016-149587,31/01/2016,05/02/2016,Second Class,KB-16315,Claire Gute,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,34.671
95,CA-2016-149587,31/01/2016,05/02/2016,Second Class,KB-16315,Claire Gute,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,21.424
96,US-2018-109484,06/11/2018,12/11/2018,Standard Class,RB-19705,Claire Gute,Home Office,United States,Portland,Oregon,97206,West,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.68,3.6933
97,CA-2018-161018,09/11/2018,11/11/2018,Second Class,PN-18775,Claire Gute,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,62.7445
98,CA-2018-157833,17/06/2018,20/06/2018,First Class,KD-16345,Claire Gute,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51.31,33.3528
99,CA-2017-149223,06/09/2017,11/09/2017,Standard Class,ER-13855,Claire Gute,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,50.622
100,CA-2017-158568,29/08/2017,02/09/2017,Standard Class,RB-19465,Claire Gute,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.62,42.0056
101,CA-2017-158568,29/08/2017,02/09/2017,Standard Class,RB-19465,Claire Gute,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.98,62.3844
102,CA-2017-158568,29/08/2017,02/09/2017,Standard Class,RB-19465,Claire Gute,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.79,1.1622
103,CA-2017-129903,01/12/2017,04/12/2017,Second Class,GZ-14470,Claire Gute,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,15.548
104,US-2016-156867,13/11/2016,17/11/2016,Standard Class,LC-16870,Pete Kriz,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.90,155.2824
105,US-2016-156867,13/11/2016,17/11/2016,Standard Class,LC-16870,Pete Kriz,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,66.534
106,US-2016-156867,13/11/2016,17/11/2016,Standard Class,LC-16870,Pete Kriz,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.88,23.9733
107,CA-2018-119004,23/11/2018,28/11/2018,Standard Class,JM-15250,Pete Kriz,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.11,48.1728
108,CA-2018-119004,23/11/2018,28/11/2018,Standard Class,JM-15250,Pete Kriz,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.99,18.1948
109,CA-2018-119004,23/11/2018,28/11/2018,Standard Class,JM-15250,Pete Kriz,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3.30,2.1476
110,CA-2016-129476,15/10/2016,20/10/2016,Standard Class,PA-19060,Pete Kriz,Home Office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,220.974
111,CA-2018-146780,25/12/2018,30/12/2018,Standard Class,CV-12805,Pete Kriz,Corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,27.274
112,CA-2017-128867,03/11/2017,10/11/2017,Standard Class,CL-12565,Pete Kriz,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,49.374
113,CA-2017-128867,03/11/2017,10/11/2017,Standard Class,CL-12565,Pete Kriz,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,17.706
